"","Data","Trait","Fold","k","Env","Top_percentage_to_select","Line","Observed","Predicted","Line.1","Observed.1","Predicted.1","Line.2","Observed.2","Predicted.2"
"158","Japonica_AL","GY",3,1,NA,0.2,"Line_19",8019.91719470435,0,"Line_19",8397.02606408548,0,"Line_19",8397.02606408548,0
"159","Japonica_AL","GY",3,1,NA,0.2,"Line_321",8053.52046823427,0,"Line_321",7855.06667002773,0,"Line_321",7855.06667002773,1
"160","Japonica_AL","GY",3,1,NA,0.2,"Line_263",8719.63094208422,8719.63094208422,"Line_263",9080.08515883054,8719.63094208422,"Line_263",9080.08515883054,0
"161","Japonica_AL","GY",3,1,NA,0.2,"Line_9",7482.12767096884,0,"Line_9",8269.97899379116,0,"Line_9",8269.97899379116,0
"162","Japonica_AL","GY",3,1,NA,0.2,"Line_223",8331.84744869718,0,"Line_223",9051.46273203443,0,"Line_223",9051.46273203443,0
"163","Japonica_AL","GY",3,1,NA,0.2,"Line_16",8381.05586066723,0,"Line_16",7733.68367702514,0,"Line_16",7733.68367702514,0
"164","Japonica_AL","GY",3,1,NA,0.2,"Line_128",7895.14912734879,0,"Line_128",8276.2165778039,0,"Line_128",8276.2165778039,1
"165","Japonica_AL","GY",3,1,NA,0.2,"Line_58",7987.86437905871,0,"Line_58",8210.11438552772,0,"Line_58",8210.11438552772,0
"166","Japonica_AL","GY",3,1,NA,0.2,"Line_249",8897.56853403282,8897.56853403282,"Line_249",9812.77915239133,8897.56853403282,"Line_249",9812.77915239133,0
"167","Japonica_AL","GY",3,1,NA,0.2,"Line_266",8058.90172552295,0,"Line_266",7453.4734877426,0,"Line_266",7453.4734877426,1
"168","Japonica_AL","GY",3,1,NA,0.2,"Line_312",8203.33783587749,0,"Line_312",8219.55963366889,0,"Line_312",8219.55963366889,1
"169","Japonica_AL","GY",3,1,NA,0.2,"Line_272",8485.16478064138,0,"Line_272",7416.53006606296,0,"Line_272",7416.53006606296,0
"170","Japonica_AL","GY",3,1,NA,0.2,"Line_95",8218.70988866685,0,"Line_95",8344.71559148881,0,"Line_95",8344.71559148881,0
"171","Japonica_AL","GY",3,1,NA,0.2,"Line_157",8923.36135054983,8923.36135054983,"Line_157",8757.74217282281,8923.36135054983,"Line_157",8757.74217282281,1
"172","Japonica_AL","GY",3,1,NA,0.2,"Line_106",7894.10720244741,0,"Line_106",7163.49008328722,0,"Line_106",7163.49008328722,0
"173","Japonica_AL","GY",3,1,NA,0.2,"Line_316",8326.21767335831,0,"Line_316",8292.9692276847,0,"Line_316",8292.9692276847,0
"174","Japonica_AL","GY",3,1,NA,0.2,"Line_193",8337.774222123,0,"Line_193",8064.33889761534,0,"Line_193",8064.33889761534,0
"175","Japonica_AL","GY",3,1,NA,0.2,"Line_277",8572.69671344219,0,"Line_277",7493.45171103069,0,"Line_277",7493.45171103069,0
"176","Japonica_AL","GY",3,1,NA,0.2,"Line_214",8143.9533089646,0,"Line_214",7376.98609991757,0,"Line_214",7376.98609991757,0
"177","Japonica_AL","GY",3,1,NA,0.2,"Line_278",8567.14867290326,0,"Line_278",7710.38082620956,0,"Line_278",7710.38082620956,0
